term_str,PC0,PC1,PC2,PC3,PC4
trance,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
transfer,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
transform,-8.60935666350957e-05,-0.00015421836279579457,-0.00020126908636579506,-0.00024585691765481257,8.467634243284339e-05
transformation,-8.230984194479601e-05,-0.00014753919463585547,-0.00019287476532331102,-0.00023930846652197403,8.714814004111663e-05
transformed,-1.2346476291718942e-05,-2.2130879195377464e-05,-2.893121479849554e-05,-3.589626997829471e-05,1.3072221006166995e-05
transformers,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
transforming,-9.054082613927576e-05,-0.00016229311409944123,-0.00021216224185564232,-0.0002632393131741717,9.586295404522853e-05
translate,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
translated,-0.00018174108721298276,0.0005387255238184894,4.7080698832621494e-05,1.170695079625849e-05,-1.6050777041469131e-06
transport,-2.4533181340623924e-05,-4.107706252178362e-05,-6.265442080709811e-05,-4.523929688162816e-05,-6.353503667523721e-05
transporting,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
trap,-2.768686144417922e-05,-5.572492609178736e-05,0.0001326099583565477,-1.3297091588859026e-06,-5.29304417705681e-05
trapped,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
traps,-1.2346476291718942e-05,-2.2130879195377464e-05,-2.893121479849554e-05,-3.589626997829471e-05,1.3072221006166995e-05
trash,-1.3866026995135632e-05,-2.253802623376994e-05,-3.1353557838036204e-05,-1.0791163157892958e-05,9.698090599478194e-07
traumatized,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
travel,-1.4782603612026703e-05,-2.6126502629233404e-05,-3.6951726924744864e-05,-3.6766147621271456e-05,-1.918867898283816e-05
traveled,-8.880580170378807e-06,-1.545036241150551e-05,-1.993801265503276e-05,-2.010334334269196e-05,3.7575847299771247e-06
traveler,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
traveling,-1.1284854417609466e-05,-1.9948278498565124e-05,-2.5163296570969357e-05,-2.0732977838028523e-05,-5.622649740133496e-06
travels,-1.818631080100177e-05,-3.189530901500511e-05,-5.679169553822962e-05,8.84347963888066e-05,-5.3452159591986046e-05
tread,-1.1284854417609466e-05,-1.9948278498565124e-05,-2.5163296570969357e-05,-2.0732977838028523e-05,-5.622649740133496e-06
treasure,-7.274667350819812e-05,-0.00013186443364220234,-0.00023349922680892531,0.0003129552529867585,-0.0002717217769859217
treasurehill,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
treasures,-1.7480839950783327e-05,-3.197013396004712e-05,-5.0460945690953974e-05,-7.855079795983947e-05,-0.00013641145365511873
treat,9.129076201322535e-05,2.559135398805426e-06,-2.7525388810888465e-05,-3.3347621993130826e-05,-2.325867332632293e-05
treated,-2.0736354948905374e-05,-4.218986583285901e-05,9.943770299482769e-05,9.736172278061383e-05,-3.529235744442239e-05
treatment,-1.6122970229093575e-05,-2.689510591585674e-05,-3.892869303614207e-05,-3.471547027494298e-05,-1.7745387527218943e-05
treats,-1.4047513966018055e-05,-2.861740529648155e-05,6.161690461438174e-05,-1.8158985142185165e-05,-7.364734772455254e-05
tree,-0.00028756419403270323,0.0007341348835103062,-6.971515982572317e-06,0.00013138177761152207,-2.8852450247868554e-05
trees,-6.922216286524731e-05,0.00010689916463325276,-0.0001633375315392342,-0.00017584006739542298,-0.0003275103293956252
tremble,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
trembling,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
tremendous,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
trespassers,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
trespassing,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
trial,0.00026958404360068465,6.65875448184531e-05,1.5864680906217314e-05,4.703955265262216e-06,-5.894113130304348e-07
trials,-1.155681345885058e-05,-2.009580863158952e-05,-3.016298110890163e-05,-3.29381682854244e-05,-4.993397980878763e-05
tribulations,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
trick,-1.2088092943068542e-05,-2.1472146805228158e-05,-6.332141476934907e-06,-2.159692341834512e-05,5.6054858178686245e-05
tricked,0.00026958404360068465,6.65875448184531e-05,1.5864680906217314e-05,4.703955265262216e-06,-5.894113130304348e-07
tricks,-1.2346476291718942e-05,-2.2130879195377464e-05,-2.893121479849554e-05,-3.589626997829471e-05,1.3072221006166995e-05
trickster,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
tried,-3.807714605770363e-05,2.2545862369663335e-05,7.577880692897337e-06,-3.163661237562073e-05,2.8739098879024252e-05
trifle,-1.0605199058755904e-05,-1.9141032783243732e-05,-2.7880785097143835e-05,-3.6603469123909744e-05,-5.236445608953163e-05
trimmed,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
trip,-2.5674451961221705e-05,-4.62472079198743e-05,-1.4246755948752306e-05,-5.348539961833184e-05,0.00011427486457974404
tripled,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
triumph,0.00011896343454787794,1.631292616375159e-05,-1.2746752002601963e-05,-1.3270703613392964e-05,2.3694965758916706e-06
troops,-5.493255987010315e-05,-9.596365358385654e-05,-0.000150700274222999,0.00013035269354943907,-7.301790118378807e-05
trouble,-4.364071049872577e-05,-8.094449059932094e-05,4.438117582526188e-05,3.3792802847131e-05,7.22824905358584e-05
troubles,-1.1396893763455896e-05,-2.0087109655066226e-05,-3.299508995992848e-05,7.366645802931108e-05,6.54149214476698e-06
troublesome,-2.310539091324598e-05,-3.990621433316334e-05,-6.354894849869905e-05,-4.189873100385412e-05,-0.00011728813606140664
troubling,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
truck,-1.1052249984084568e-05,-1.9532067495862935e-05,-2.367154284905554e-05,-2.561370106590577e-05,6.443591852076324e-06
trucked,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
truckloads,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
trucks,-1.187636131783639e-05,-1.959440491397013e-05,-2.7839564683582004e-05,-3.10970934712147e-05,9.079571037688768e-06
true,-3.802894478161101e-05,-2.8604134712500448e-05,-3.633005338214159e-05,1.9183177136673787e-05,-4.79739745913376e-05
truly,-4.158840305313047e-05,-7.538657473667196e-05,-0.00011462390076946782,-0.0001670159172407913,-0.0002579340080975225
trunk,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
trunks,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
trust,-2.3112268326110085e-05,-4.3659499656210954e-05,3.629879035449427e-05,-3.4393721489437815e-05,-4.0355064221789005e-06
truth,9.228639124532798e-05,3.3956487823703854e-06,-2.586433542270554e-05,4.264087299918078e-05,4.16106851447247e-06
try,-3.611060319266502e-06,-6.3980317152234375e-06,6.252357682023478e-06,1.6600709843706085e-06,1.4223735274163914e-05
trying,1.1435439745954646e-05,-5.152558765051684e-05,2.9497895199948247e-05,7.924619945854397e-05,-2.0967711440360353e-05
tsukamori,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
tsunami,0.001347920218003527,0.0003329377240922913,7.932340453109262e-05,2.3519776326312872e-05,-2.947056565152394e-06
tsuneko,-1.844582948760024e-05,-3.115002086890754e-05,-3.6682201726075445e-05,-2.909753446523766e-05,3.4483470514477897e-06
tsunekochan,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
tsunekosan,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
tsuru,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
ttthere,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
ttthey,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
tub,-5.151429355024572e-05,-9.778956862316461e-05,0.0001042232975070509,-0.0001174292282782511,0.0005844284636401592
tube,-1.1940524371675014e-05,-2.058794394743837e-05,-3.711241128101398e-05,0.00010505239432751974,4.560359428315391e-06
tuberculosis,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
tune,-8.146620737475616e-06,-1.3748616749656426e-05,-1.8670095119593973e-05,-1.2801145038955985e-05,3.570480659636577e-06
tunnel,9.949107188029824e-05,0.00018663940740007014,3.713198895630142e-05,-4.5986093168620075e-06,6.461723946040015e-05
turbulence,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
turn,1.6924070754933785e-05,7.306989539412625e-06,3.5049511596104963e-06,-1.7078571005911195e-06,2.3724281986745574e-05
turned,-2.2228664988119116e-05,-4.0295333055698194e-05,7.230980635539954e-06,-3.622322617918376e-05,7.839207741094483e-05
turners,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
turning,0.00011343718865199159,6.484653524984825e-06,-2.391214928576106e-05,-2.0221182942114133e-05,-4.0418172458355995e-06
turnip,-0.00010310919426323137,-0.00022826063759449658,0.0010879576173085808,0.0001464805281950094,-0.0003167533546792536
turniphead,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
turnips,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
turnoff,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
turns,-4.205236386106128e-05,6.323549371453142e-05,2.12179690839408e-05,-1.2160111653895763e-05,-6.310501003166989e-06
tusks,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
tv,0.0001896742398611597,3.278014306786997e-05,-9.634614840922662e-06,-2.2999667756919083e-05,9.204205531275854e-06
twentyyear,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
twice,-2.4645837262882704e-05,-4.419063187115969e-05,-8.593647738118027e-05,0.00031944875131608715,1.0535512842926473e-05
twin,-1.1723719047291858e-05,-2.152882330309402e-05,-3.863010273285125e-06,-2.5897672775717172e-05,4.515243289001289e-05
twins,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
two,-0.0,-0.0,0.0,-0.0,-0.0
twoshoes,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
twothirds,-1.229721965839936e-05,-2.076668057927037e-05,-2.4454801150715392e-05,-1.93983563101572e-05,2.2988980342983678e-06
typhoon,0.0001899361185891241,3.494335690689476e-05,-9.030919946360542e-06,-1.8805919416234736e-05,5.432032252973748e-06
uchimaro,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
ueno,-1.5856829111036465e-05,-2.7153865628233805e-05,-3.4792675586487044e-05,-3.0597750800326606e-05,1.477312829814121e-06
ufos,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
uggh,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
ugh,-0.0004591834298958706,-0.0010128722659916095,0.0047431820345626,0.0006270632201062782,-0.0014111533186458418
ugly,-1.2442288203542647e-05,-2.173049642824344e-05,-3.122202382762322e-05,-3.212593980891092e-05,-4.117034333150027e-05
uh,-0.00011848289522454134,5.3671062506610166e-05,0.0001913926468211299,-8.076327853205038e-05,0.00025111062659398007
uhh,-2.0621838852644863e-05,-4.565212751889621e-05,0.00021759152346170134,2.92961056389998e-05,-6.33506709358464e-05
uhhm,-1.3866026995135632e-05,-2.253802623376994e-05,-3.1353557838036204e-05,-1.0791163157892958e-05,9.698090599478194e-07
uhhuh,-0.00023198121341468827,0.0004199876406499029,-4.87228629037206e-05,-3.875664022881334e-05,8.592213046094844e-05
uhm,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
uhoh,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
uhuh,-0.0001430742357922015,0.0003819171938940131,1.6683216175952762e-05,-5.6712614318908785e-06,5.115887430378674e-07
ukanruri,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
ul,-3.7043245892550676e-05,-6.661001772964235e-05,-0.0001386213599648309,0.000591473575155459,2.2799550810017486e-05
ultimate,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
um,2.8669301596274796e-05,-5.645143918108268e-05,-5.378399286950125e-05,-2.9419386770842442e-05,-3.7107400560404096e-05
umbrella,-0.00027683772949647716,0.0007670185921586311,4.2139759346130006e-05,-9.479559028015028e-06,2.7331271322429637e-06
umbrellas,-2.3982628957404064e-05,-3.8394226079278086e-05,-5.6224958887336086e-05,-6.0417356675467754e-05,1.591274499023194e-05
umbrellatoting,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
umm,-1.844582948760024e-05,-3.115002086890754e-05,-3.6682201726075445e-05,-2.909753446523766e-05,3.4483470514477897e-06
un,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
unable,-1.9333246383183115e-05,-3.455145965430795e-05,-4.483115868598344e-05,-5.1757287689344284e-05,1.3991748694884922e-05
unacceptable,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
unanimously,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unattainable,-2.622125992617572e-05,-4.795520094007201e-05,-7.569141853643307e-05,-0.00011782619693976245,-0.00020461718048268393
unauthorized,-8.23098419447839e-06,-1.4753919463583356e-05,-1.928747653232824e-05,-2.3930846652193872e-05,8.714814004110368e-06
unavoidable,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
unbelievable,-1.3671881256093297e-05,-2.770961810279719e-05,6.599897570915343e-05,-6.8446723486914965e-06,-1.6929951177130627e-05
unbind,-8.267534381846967e-06,-1.6203686107325783e-05,2.4208694940973432e-05,-1.8435669289966875e-05,0.0001120928157491574
uncalledfor,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
uncanny,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unchangeable,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
uncle,-9.969702377761257e-05,-9.06298437852947e-06,-0.00013019806891416123,0.00021964611733363244,-0.00019955548159814133
unclean,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
uncleanness,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
unclouded,-1.692728162641541e-05,-2.992241774784991e-05,-3.7744944856456845e-05,-3.109946675704512e-05,-8.433974610200888e-06
uncomfortable,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
unconcerned,-1.1284854417609466e-05,-1.9948278498565124e-05,-2.5163296570969357e-05,-2.0732977838028523e-05,-5.622649740133496e-06
under,-2.060006490321924e-05,-3.691114968741251e-05,-1.6339388088944628e-05,-7.2581590840158705e-06,-3.5631582185726975e-06
undercarriage,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
undercover,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
underestimate,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
underestimated,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
underground,-2.954415795635544e-05,-5.1511886143982054e-05,-8.803026002050718e-05,6.783876386410959e-05,-0.00011110713403165607
underneath,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
underpants,-1.844582948760024e-05,-3.115002086890754e-05,-3.6682201726075445e-05,-2.909753446523766e-05,3.4483470514477897e-06
underpowered,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
understand,-0.0,-0.0,0.0,-0.0,-0.0
understands,-9.26081147313649e-06,-1.6652504432408434e-05,-3.465533999120327e-05,0.0001478683937888457,5.699887702503636e-06
understood,-1.7508079898842312e-05,-2.9777335068440214e-05,-4.8109581632256406e-05,4.196099710339629e-05,-1.1725648783690903e-05
undertake,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
undertaking,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
underway,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
undressed,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
uneasy,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
unequal,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
unexpected,-1.4910921329286597e-05,-2.5033809602218852e-05,-3.495037957811804e-05,-3.9919803924189455e-05,1.2292507116686477e-05
unexpectedly,-6.14860982919968e-06,-1.0383340289635185e-05,-1.2227400575357696e-05,-9.6991781550786e-06,1.1494490171491839e-06
unfairness,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unfamiliar,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unfortunate,-8.23098419447839e-06,-1.4753919463583356e-05,-1.928747653232824e-05,-2.3930846652193872e-05,8.714814004110368e-06
unfortunately,-1.667192036223733e-05,-2.941377954342671e-05,-3.745913907767355e-05,-4.2442535334307114e-05,1.3699291083238282e-05
unfrank,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
unhappy,-1.155681345885058e-05,-2.009580863158952e-05,-3.016298110890163e-05,-3.29381682854244e-05,-4.993397980878763e-05
uniforms,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
unintentionally,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
unit,-1.9065922758437014e-05,-3.07734243485368e-05,-4.384731023916187e-05,-3.0231252190202382e-05,6.5817241199687625e-06
universe,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
university,-7.284945773858993e-05,0.0001886038000141665,4.530289827004826e-06,-6.964570083258775e-06,-4.710374474759314e-08
unknown,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
unleashed,0.00026958404360068465,6.65875448184531e-05,1.5864680906217314e-05,4.703955265262216e-06,-5.894113130304348e-07
unless,-1.6411012655193485e-05,-2.909311280891279e-05,-3.750352700381069e-05,-4.489629401935568e-05,-5.025608500126474e-05
unlike,-1.3671881256093297e-05,-2.770961810279719e-05,6.599897570915343e-05,-6.8446723486914965e-06,-1.6929951177130627e-05
unlocks,-7.928414555518232e-06,-1.3576932814116903e-05,-1.7396337793243522e-05,-1.5298875400163303e-05,7.386564149070605e-07
unlucky,-1.2507387223325676e-05,-2.2087020450517897e-05,-4.1172413297092843e-05,9.873281265115382e-05,-2.462467237215476e-05
unmarried,-1.037970047536377e-05,-1.766711851368614e-05,-2.184307726002301e-05,-1.8432326412121333e-05,1.3921954182253983e-06
unreal,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unroll,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
unruly,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
unsafe,0.00026958404360068465,6.65875448184531e-05,1.5864680906217314e-05,4.703955265262216e-06,-5.894113130304348e-07
unsolved,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unspeakable,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
until,-4.451693090445609e-05,-1.7749652987723674e-07,-3.981220908322647e-05,-2.804006778782447e-06,2.025743434104941e-07
untouched,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
unuh,-9.087054360649138e-05,0.0002693627619092447,2.3540349416310747e-05,5.853475398129245e-06,-8.025388520734566e-07
unusual,-1.474628421054642e-05,-2.5120610145345963e-05,-3.3651041240189364e-05,-2.460140330715546e-05,-2.7132393685339344e-05
unwarranted,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
up,-0.0,-0.0,0.0,-0.0,-0.0
upends,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
upon,-3.464144257744877e-05,-6.427729734779506e-05,-2.3303721252432463e-05,-8.494366577119108e-05,-0.00011470403939505339
upper,-3.1947229265854176e-05,-5.4571307249041696e-05,-8.875265380567395e-05,0.00011196081806087022,-3.212017419095175e-05
uproot,-5.642427208804733e-06,-9.974139249282562e-06,-1.2581648285484679e-05,-1.0366488919014261e-05,-2.811324870066748e-06
upset,0.00030748988486468444,6.397140962765206e-05,2.7022472205291192e-05,-1.2253937371672602e-05,6.728510771369692e-05
upside,-2.5171782388754075e-05,-5.0968133691330397e-05,0.00014154138487648392,5.664936794603553e-06,-4.667620728209035e-05
upstairs,-6.145692793642334e-05,0.00014171070618108385,2.073435063198282e-05,-1.3005867167034494e-05,6.563223020821969e-05
upstart,-8.74041997539093e-06,-1.5985066980022223e-05,-2.5230472845474876e-05,-3.927539897991643e-05,-6.82057268275537e-05
urahh,-1.0310919426322431e-05,-2.2826063759448104e-05,0.00010879576173085067,1.46480528194999e-05,-3.16753354679232e-05
urahhh,-2.0621838852644863e-05,-4.565212751889621e-05,0.00021759152346170134,2.92961056389998e-05,-6.33506709358464e-05
urban,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
urge,-6.7581566676507335e-06,-1.1735610853383372e-05,-1.2816040009494569e-05,-1.0806638821822074e-05,2.4031576465851683e-08
urgent,-1.135545266331168e-05,-2.0148277114372526e-05,-2.5664983321136322e-05,-2.411018130190788e-05,-9.329273212125008e-07
urgh,-3.093275827896731e-05,-6.847819127834431e-05,0.00032638728519255195,4.394415845849976e-05,-9.502600640376963e-05
uruth,-4.630405736568874e-05,-8.326252216205372e-05,-0.00017327669995604014,0.0007393419689443301,2.8499438512522127e-05
us,-0.0,-0.0,0.0,-0.0,-0.0
use,-0.0,-0.0,0.0,-0.0,-0.0
used,-1.0297051012395476e-05,5.906500449062782e-06,-6.359120623800728e-06,-7.294219970413465e-07,-1.538467594313328e-06
useful,-1.394003085206665e-05,-2.7070813540092233e-05,4.600675031923601e-05,-6.4309185987735685e-06,-1.9699058713796593e-05
useless,7.946147043608832e-05,-2.284374386221645e-05,1.7146366960552793e-05,0.0001581470717599643,7.935501170504355e-05
uses,-2.075940095072878e-05,-3.533423702737443e-05,-4.368615452004878e-05,-3.686465282424509e-05,2.7843908364508834e-06
ushiab,-1.540359394216351e-05,-2.660414288877474e-05,-4.2365965665798056e-05,-2.7932487335901884e-05,-7.819209070760195e-05
using,2.889112647530836e-05,-1.958773146651529e-05,2.7949467934575046e-05,4.361655832659567e-05,-1.9186470048510354e-05
usual,-1.715646974034759e-05,-3.135277636553177e-05,1.3993206672332702e-05,-1.7212233757454573e-05,-9.883070299685061e-06
usually,-7.568240327885368e-06,-1.3095565478678098e-05,-1.61266943940623e-05,-1.5974403975378895e-05,4.060482846243693e-06
utensils,-1.1991314478701353e-05,-1.919711303963796e-05,-2.8112479443666467e-05,-3.0208678337732173e-05,7.956372495115524e-06
utilize,-4.115492097239195e-06,-7.376959731791678e-06,-9.64373826616412e-06,-1.1965423326096936e-05,4.357407002055184e-06
uwaa,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
uwaaa,-6.9330134975671975e-06,-1.1269013116883966e-05,-1.567677891901671e-05,-5.395581578946012e-06,4.849045299738709e-07
v,-7.701796971081028e-06,-1.3302071444386119e-05,-2.118298283289703e-05,-1.3966243667949624e-05,-3.909604535379733e-05
vacation,-6.780975718592213e-05,8.631019561817883e-05,-3.909394321922261e-05,-3.1020603526342344e-05,2.2847970159900324e-06
vain,-1.1748043600576505e-05,-2.068709794098467e-05,-2.9840912030208844e-05,-2.7943437168296694e-05,-2.2401615061835845e-05
